Date,Open,High,Low,Close,Adj Close,Volume
2008/7/22,5.321429,5.812857,5.233214,5.786429,4.911501,1879592400
2008/7/23,5.8925,6.013214,5.77,5.937857,5.040031,1061768400
2008/7/24,5.868571,5.902143,5.658929,5.679643,4.820863,839619200
2008/7/25,5.728571,5.821429,5.666071,5.79,4.914533,633637200
2008/7/28,5.797857,5.8025,5.500714,5.514286,4.680507,780712800
2008/7/29,5.550357,5.694643,5.4875,5.61,4.761748,684070800
2008/7/30,5.635,5.731786,5.574286,5.71,4.846628,725183200
2008/7/31,5.626429,5.792857,5.606429,5.676786,4.818438,637498400
2008/8/1,5.710714,5.713929,5.5625,5.595,4.749017,544639200
2008/8/4,5.592857,5.639286,5.461071,5.4725,4.645039,592527600
2008/8/5,5.550714,5.742857,5.529286,5.737143,4.869666,688371600
2008/8/6,5.713214,5.978571,5.642857,5.863929,4.977282,791408800
2008/8/7,5.811071,5.933929,5.767857,5.841786,4.958487,672372400
2008/8/8,5.852143,6.058929,5.848214,6.055357,5.139766,713997200
2008/8/11,6.073929,6.303571,6.059643,6.198571,5.261327,891304400
2008/8/12,6.197143,6.403214,6.196786,6.311786,5.357422,836278800
2008/8/13,6.356429,6.428571,6.282143,6.403571,5.435328,842346400
2008/8/14,6.368929,6.444643,6.351429,6.404286,5.435935,711300800
2008/8/15,6.394286,6.419643,6.251786,6.276429,5.327411,708251600
2008/8/18,6.270357,6.350357,6.207857,6.263929,5.316802,552014400
2008/8/19,6.233571,6.323929,6.136071,6.1975,5.260417,616204400
2008/8/20,6.241786,6.319286,6.200357,6.28,5.330443,506951200
2008/8/21,6.231071,6.266071,6.138929,6.224643,5.283455,539744800
2008/8/22,6.279286,6.339286,6.270357,6.313929,5.359241,439611200
2008/8/25,6.291071,6.293929,6.130714,6.1625,5.230709,484425200
2008/8/26,6.17,6.245714,6.164643,6.201429,5.263751,445550000
2008/8/27,6.189643,6.277143,6.149643,6.238214,5.294974,477780800
2008/8/28,6.26,6.294643,6.169643,6.205,5.266781,431384800
2008/8/29,6.177143,6.196429,6.037143,6.054643,5.13916,599289600
2008/9/2,6.157143,6.196429,5.892857,5.935357,5.037911,780763200
2008/9/3,5.958571,6.024286,5.857143,5.962857,5.061253,734834800
2008/9/4,5.923571,5.996786,5.743214,5.757857,4.887249,743386000
2008/9/5,5.663929,5.8,5.630357,5.720714,4.855724,786884000
2008/9/8,5.8775,5.888929,5.409286,5.64,4.787212,1045979200
2008/9/9,5.602143,5.712857,5.349643,5.417143,4.598053,1245025600
2008/9/10,5.44,5.535357,5.314286,5.414643,4.59593,973142800
2008/9/11,5.292143,5.463929,5.214286,5.451786,4.627457,971135200
2008/9/12,5.389643,5.389643,5.232143,5.319286,4.514992,793027200
2008/9/15,5.0725,5.274643,5.012857,5.012857,4.254896,920634400
2008/9/16,4.780714,5.089286,4.719643,4.995714,4.240345,1199836400
2008/9/17,4.946071,4.946786,4.565357,4.565357,3.875058,1200455200
2008/9/18,4.663214,4.836786,4.31,4.788929,4.064826,1676253600
2008/9/19,5.092857,5.15,4.868214,5.0325,4.271569,1430875600
2008/9/22,4.997857,5.008929,4.666429,4.680357,3.972671,856713200
2008/9/23,4.708929,4.85,4.523571,4.53,3.845048,1280364400
2008/9/24,4.545357,4.676786,4.469643,4.596786,3.901736,1047015200
2008/9/25,4.635714,4.813929,4.59,4.711786,3.999347,1006045600
2008/9/26,4.461071,4.635714,4.392857,4.58,3.887487,1126451200
2008/9/29,4.272143,4.274286,3.5925,3.759286,3.190869,2622057200
2008/9/30,3.866071,4.107143,3.796429,4.059286,3.445508,1626682400
2008/10/1,3.997143,4.012857,3.835357,3.897143,3.307881,1296484000
2008/10/2,3.8575,3.885357,3.571429,3.575,3.034448,1609364400
2008/10/3,3.714286,3.803571,3.380357,3.466786,2.942596,2294398400
2008/10/6,3.284286,3.527857,3.126429,3.505,2.975032,2107417200
2008/10/7,3.588571,3.625,3.176786,3.184286,2.702811,1878772000
2008/10/8,3.068214,3.440357,3.06,3.206786,2.721909,2207741200
2008/10/9,3.333929,3.421429,3.092857,3.169286,2.690079,1617383600
2008/10/10,3.060714,3.571429,3.035714,3.457143,2.934411,2219299600
2008/10/13,3.733929,3.9475,3.607857,3.937857,3.342439,1539076000
2008/10/14,4.152143,4.157143,3.683571,3.717143,3.155098,1980994400
2008/10/15,3.708571,3.821429,3.496071,3.498214,2.969272,1584175600
2008/10/16,3.563214,3.693929,3.276429,3.638929,3.08871,1980521200
2008/10/17,3.557143,3.644286,3.0675,3.478571,2.952598,1762227600
2008/10/20,3.563571,3.5725,3.344286,3.515714,2.984126,1549170000
2008/10/21,3.4625,3.496429,3.255714,3.2675,2.773441,2193660000
2008/10/22,3.4775,3.616071,3.318929,3.459643,2.936533,2248808800
2008/10/23,3.446786,3.544643,3.282143,3.508214,2.977759,1675430400
2008/10/24,3.226071,3.496429,3.218214,3.442143,2.92168,1590058400
2008/10/27,3.395357,3.486786,3.280714,3.288929,2.791632,1208771200
2008/10/28,3.408214,3.589286,3.298929,3.568214,3.028687,1634133200
2008/10/29,3.602143,3.912143,3.569286,3.733929,3.169346,1950978400
2008/10/30,3.865357,4.006786,3.843214,3.965714,3.366085,1638089600
2008/10/31,3.835714,3.956429,3.755,3.8425,3.261501,1659756000
2008/11/3,3.783214,3.896429,3.745,3.82,3.242403,1057938000
2008/11/4,3.928214,3.9925,3.809643,3.963929,3.364569,1398681200
2008/11/5,3.889643,3.918571,3.678214,3.689286,3.131454,1256455200
2008/11/6,3.608929,3.670714,3.5,3.539286,3.004134,1319074400
2008/11/7,3.544286,3.566071,3.418571,3.508571,2.978063,1095253600
2008/11/10,3.5775,3.585714,3.375,3.424286,2.906522,1123822000
2008/11/11,3.386071,3.470357,3.295,3.384643,2.872873,1224538000
2008/11/12,3.301071,3.33,3.214643,3.218571,2.731912,1178976400
2008/11/13,3.209643,3.444286,3.072143,3.444286,2.923498,1854087200
2008/11/14,3.348571,3.356786,3.214286,3.222857,2.735549,1405266800
2008/11/17,3.16,3.233929,3.116429,3.147857,2.671891,1162526400
2008/11/18,3.201429,3.249643,3.102143,3.211071,2.725546,1209695200
2008/11/19,3.194286,3.270714,3.078929,3.081786,2.61581,1171900800
2008/11/20,3.044286,3.0875,2.857143,2.874643,2.439987,1716814400
2008/11/21,2.926071,3.004286,2.826429,2.949286,2.503344,1569271200
2008/11/24,3.043214,3.385357,3.03,3.319643,2.817702,1442257600
2008/11/25,3.379643,3.3825,3.148571,3.242857,2.752525,1235292800
2008/11/26,3.211429,3.401786,3.208929,3.392857,2.879845,899836000
2008/11/28,3.382143,3.384286,3.280714,3.309643,2.809213,297774400
2008/12/1,3.260714,3.295357,3.175714,3.176071,2.695838,923767600
2008/12/2,3.215357,3.308929,3.089286,3.3025,2.803151,1148722400
2008/12/3,3.192857,3.436786,3.171429,3.425,2.907128,1338680000
2008/12/4,3.3725,3.400357,3.180714,3.264643,2.771018,1091370000
2008/12/5,3.226786,3.374643,3.173571,3.357143,2.849531,1043795200
2008/12/8,3.474286,3.6,3.421429,3.561429,3.022928,1185142000
2008/12/9,3.501429,3.7,3.471786,3.573571,3.033235,1203496000
2008/12/10,3.495357,3.553214,3.446429,3.5075,2.977154,938047600
2008/12/11,3.476786,3.615714,3.386786,3.392857,2.879845,1040617200
2008/12/12,3.314286,3.535714,3.304643,3.509643,2.978973,1041174400
2008/12/15,3.428214,3.436071,3.321429,3.383929,2.872267,891758000
2008/12/16,3.356429,3.445714,3.3125,3.408214,2.892881,1093506400
2008/12/17,3.251071,3.253571,3.143571,3.184286,2.702811,1293860400
2008/12/18,3.189643,3.243929,3.158571,3.193929,2.710996,857416000
2008/12/19,3.212143,3.247857,3.171429,3.214286,2.728275,801920000
2008/12/22,3.215,3.215357,3.024643,3.062143,2.599136,844740400
2008/12/23,3.1025,3.138214,3.067857,3.085,2.618538,635031600
2008/12/24,3.076429,3.080357,3.019643,3.037143,2.577916,271334000
2008/12/26,3.094286,3.122143,3.044286,3.064643,2.601258,308324800
2008/12/29,3.09,3.129286,3.038214,3.093214,2.625509,686000000
2008/12/30,3.122143,3.144643,3.025714,3.081786,2.61581,967601600
2008/12/31,3.070357,3.133571,3.047857,3.048214,2.587313,607541200
2009/1/2,3.067143,3.251429,3.041429,3.241071,2.751009,746015200
2009/1/5,3.3275,3.435,3.311071,3.377857,2.867113,1181608400
2009/1/6,3.426786,3.470357,3.299643,3.322143,2.819823,1289310400
2009/1/7,3.278929,3.303571,3.223571,3.250357,2.758891,753048800
2009/1/8,3.229643,3.326786,3.215714,3.310714,2.810122,673500800
2009/1/9,3.328929,3.335,3.219286,3.235,2.745856,546845600
2009/1/12,3.230714,3.249643,3.126786,3.166429,2.687654,617716400
2009/1/13,3.151429,3.205,3.083929,3.1325,2.658855,798397600
2009/1/14,3.08,3.116071,3.025714,3.0475,2.586707,1021664000
2009/1/15,2.8775,3.004286,2.858929,2.977857,2.527596,1831634000
2009/1/16,3.010714,3.013571,2.871429,2.940357,2.495765,1047625600
2009/1/20,2.926071,2.928571,2.792857,2.792857,2.370567,919914800
2009/1/21,2.835357,2.96,2.8325,2.958214,2.510922,1089270000
2009/1/22,3.144286,3.214286,3.065,3.155714,2.678559,1409528400
2009/1/23,3.100714,3.209643,3.089286,3.155714,2.678559,763770000
2009/1/26,3.173571,3.248929,3.153571,3.201429,2.717361,692238400
2009/1/27,3.221071,3.269643,3.205,3.240357,2.750403,618038400
2009/1/28,3.29,3.392857,3.267857,3.364286,2.855593,861406000
2009/1/29,3.324643,3.369286,3.307143,3.321429,2.819217,592729200
2009/1/30,3.307143,3.343571,3.214643,3.218929,2.732215,651478800
2009/2/2,3.182143,3.285714,3.175,3.268214,2.774048,558247200
2009/2/3,3.282857,3.335,3.224286,3.320714,2.81861,599309200
2009/2/4,3.329286,3.4375,3.325,3.341071,2.83589,808421600
2009/2/5,3.313214,3.473214,3.307857,3.445,2.924104,749246400
2009/2/6,3.465,3.571429,3.464286,3.561429,3.022928,687209600
2009/2/9,3.571429,3.678571,3.553571,3.661071,3.107505,715010800
2009/2/10,3.618929,3.661071,3.466429,3.493929,2.965636,849060800
2009/2/11,3.441786,3.511071,3.420357,3.457857,2.935017,674973600
2009/2/12,3.4225,3.5625,3.4225,3.545357,3.009287,817188400
2009/2/13,3.535357,3.569286,3.504286,3.541429,3.005952,608977600
2009/2/17,3.459643,3.465714,3.367143,3.376071,2.865597,678238400
2009/2/18,3.394643,3.423214,3.311429,3.370357,2.860747,684779200
2009/2/19,3.334643,3.366071,3.218214,3.237143,2.747676,922804400
2009/2/20,3.192857,3.3,3.178571,3.257143,2.764652,750316000
2009/2/23,3.273214,3.285714,3.089643,3.105357,2.635816,786982000
2009/2/24,3.123214,3.246071,3.107143,3.223214,2.735852,807105600
2009/2/25,3.209286,3.318571,3.1875,3.255714,2.763439,833053200
2009/2/26,3.285714,3.318571,3.177143,3.185357,2.70372,629868400
2009/2/27,3.140357,3.260714,3.131071,3.189643,2.707359,706658400
2009/3/2,3.147143,3.257143,3.131071,3.140714,2.665828,770929600
2009/3/3,3.176071,3.240714,3.138571,3.156071,2.678862,724340400
2009/3/4,3.220714,3.313214,3.194643,3.256071,2.763741,741403600
2009/3/5,3.230714,3.281071,3.158929,3.172857,2.69311,706899200
2009/3/6,3.155,3.157143,2.940357,3.046429,2.585798,1011147200
2009/3/9,3.006429,3.128571,2.948929,2.968214,2.519409,698297600
2009/3/10,3.031071,3.184643,3.012857,3.165357,2.686744,844258800
2009/3/11,3.2075,3.359643,3.199286,3.31,2.809517,846372800
2009/3/12,3.317857,3.449286,3.285714,3.441071,2.920769,768457200
2009/3/13,3.439286,3.471429,3.393214,3.426071,2.908037,601168400
2009/3/16,3.4475,3.478214,3.363571,3.407857,2.892577,797244000
2009/3/17,3.401429,3.560357,3.395357,3.559286,3.02111,786646000
2009/3/18,3.568214,3.695714,3.561429,3.625714,3.077494,796037200
2009/3/19,3.6375,3.685714,3.580357,3.629286,3.080526,500180800
2009/3/20,3.646071,3.6825,3.591786,3.628214,3.079616,695587200
2009/3/23,3.668214,3.862857,3.633929,3.845,3.263622,666397200
2009/3/24,3.798571,3.908571,3.763929,3.803571,3.228458,640612000
2009/3/25,3.842143,3.87,3.709286,3.803214,3.228155,646618000
2009/3/26,3.851071,3.927857,3.842143,3.923929,3.330617,616252000
2009/3/27,3.865357,3.876071,3.8,3.816071,3.239068,492872800
2009/3/30,3.7325,3.750357,3.664643,3.731786,3.167527,502796000
2009/3/31,3.766071,3.8375,3.75,3.754286,3.186625,570080000
2009/4/1,3.7175,3.892857,3.710357,3.881786,3.294847,589372000
2009/4/2,3.933571,4.098214,3.920714,4.025357,3.416709,812366800
2009/4/3,4.078214,4.1475,4.054286,4.1425,3.51614,636241200
2009/4/6,4.105,4.241071,4.045714,4.230357,3.590713,658064400
2009/4/7,4.161786,4.166786,4.078214,4.107143,3.486129,536580800
2009/4/8,4.1225,4.171071,4.092143,4.154286,3.526144,455630000
2009/4/9,4.229286,4.285714,4.212857,4.270357,3.624664,530756800
2009/4/13,4.286071,4.320714,4.25,4.293571,3.644368,389236400
2009/4/14,4.270357,4.291786,4.1875,4.225357,3.586468,454622000
2009/4/15,4.185714,4.223214,4.134286,4.201429,3.566159,412882400
2009/4/16,4.256786,4.398214,4.2425,4.3375,3.681655,593446000
2009/4/17,4.327857,4.4375,4.294643,4.407857,3.741374,497495600
2009/4/20,4.3475,4.3925,4.255714,4.303571,3.652856,466466000
2009/4/21,4.246071,4.362143,4.235714,4.348571,3.691053,470685600
2009/4/22,4.379643,4.476786,4.328571,4.339643,3.683474,938767200
2009/4/23,4.522143,4.542857,4.411071,4.478571,3.801395,945156800
2009/4/24,4.451429,4.469286,4.391786,4.425,3.755924,540764000
2009/4/27,4.389286,4.464286,4.380714,4.454643,3.781086,480690000
2009/4/28,4.405357,4.5075,4.402143,4.425,3.755924,455856800
2009/4/29,4.458929,4.530357,4.4225,4.469286,3.793515,458110800
2009/4/30,4.507857,4.535714,4.461429,4.493929,3.814431,498489600
2009/5/1,4.492857,4.569643,4.492857,4.544286,3.857173,397516000
2009/5/4,4.58,4.723214,4.56,4.716786,4.003592,609358400
2009/5/5,4.705357,4.745,4.682857,4.739643,4.022993,398255200
2009/5/6,4.761786,4.767857,4.650714,4.732143,4.016626,473538800
2009/5/7,4.726071,4.728214,4.567857,4.609286,3.912347,531776000
2009/5/8,4.608571,4.686786,4.509286,4.613929,3.916286,467964000
2009/5/11,4.548929,4.677143,4.54,4.6275,3.927806,404658800
2009/5/12,4.627143,4.6325,4.401786,4.443571,3.771686,609481600
2009/5/13,4.400357,4.429286,4.263571,4.2675,3.622239,595971600
2009/5/14,4.277857,4.411786,4.275,4.391071,3.727127,447826400
2009/5/15,4.368571,4.450714,4.343214,4.372143,3.71106,367567200
2009/5/18,4.418929,4.525,4.341786,4.523214,3.839289,458841600
2009/5/19,4.529286,4.618214,4.490714,4.551786,3.863541,372422400
2009/5/20,4.558214,4.614643,4.475,4.495357,3.815642,388584000
2009/5/21,4.469643,4.527857,4.388929,4.435,3.764413,407946000
2009/5/22,4.430357,4.435,4.348214,4.375,3.713485,297998400
2009/5/26,4.455714,4.6725,4.448214,4.670714,3.964485,636927200
2009/5/27,4.706429,4.820714,4.675357,4.751786,4.033299,646422000
2009/5/28,4.766071,4.835357,4.715357,4.823929,4.094535,487552800
2009/5/29,4.835357,4.853571,4.780357,4.850357,4.116966,456534400
2009/6/1,4.873929,4.999643,4.857143,4.976786,4.224278,452499600
2009/6/2,4.963929,5.047857,4.941071,4.981786,4.228523,456223600
2009/6/3,5,5.039643,4.966786,5.033929,4.272781,565199600
2009/6/4,5.004643,5.149286,5.001429,5.133571,4.357358,550634000
2009/6/5,5.189643,5.228571,5.114643,5.166786,4.385551,632716000
2009/6/8,5.136429,5.151071,4.979643,5.1375,4.360693,931652400
2009/6/9,5.136071,5.162857,5.019643,5.097143,4.326437,676964400
2009/6/10,5.081429,5.083929,4.939286,5.008929,4.251562,688623600
2009/6/11,4.983929,5.055714,4.948214,4.998214,4.242467,524823600
2009/6/12,4.9575,4.967857,4.858571,4.891786,4.152132,563085600
2009/6/15,4.8575,4.890357,4.8175,4.860357,4.125455,539750400
2009/6/16,4.880714,4.945357,4.860714,4.869643,4.133337,514805200
2009/6/17,4.881071,4.908929,4.804643,4.842143,4.109993,571412800
2009/6/18,4.861071,4.928571,4.8425,4.852857,4.119089,427680400
2009/6/19,4.931071,4.982143,4.889286,4.981429,4.228219,721856800
2009/6/22,5.023929,5.055714,4.868929,4.906071,4.164256,634914000
2009/6/23,4.871429,4.891071,4.745714,4.786071,4.062401,706532400
2009/6/24,4.836429,4.910714,4.816429,4.865,4.129395,485525600
2009/6/25,4.848214,5.007143,4.828929,4.995,4.23974,589447600
2009/6/26,4.9925,5.127143,4.990714,5.087143,4.31795,439384400
2009/6/29,5.123571,5.141071,5.055,5.070357,4.303701,567616000
2009/6/30,5.092143,5.135714,5.064286,5.086786,4.317646,434224000
2009/7/1,5.125,5.166429,5.09,5.101071,4.329772,414178800
2009/7/2,5.044643,5.101071,4.9925,5.000714,4.244587,370479200
2009/7/6,4.953571,4.963929,4.866071,4.950357,4.201845,498688400
2009/7/7,4.945714,4.988571,4.827857,4.835714,4.104537,461596800
2009/7/8,4.854286,4.93,4.800714,4.900714,4.159709,575929200
2009/7/9,4.92,4.928214,4.854643,4.87,4.133638,343025200
2009/7/10,4.869286,4.963214,4.868571,4.947143,4.199117,445275600
2009/7/13,4.983571,5.083571,4.911786,5.083571,4.314916,483501200
2009/7/14,5.0725,5.113571,5.041429,5.081071,4.312797,347247600
2009/7/15,5.18,5.25,5.154286,5.245714,4.452544,485587200
